sentence,label,GPT3_response,response_type
"Both groups forbade the match and told the pair that they would disown them if they went ahead .
",NNS," ""They"" is the subject of the sentence.",3
"Her self-deprecating humor is far too alluring for my own good .
",NN," The subject is ""Her self-deprecating humor.""",3
"The cold iron of manacles clamped Rif 's wrists .
",NN," The subject of the sentence is ""The cold iron of manacles.""",3
"There were more competitors at this third event of the season , making the wait between rides that much longer .
",NNS," The subject of the sentence is ""There.""",3
"The Molotov cocktails rained down on the lake periphery with uncanny accuracy .
",NNS," The subject of the sentence is ""The Molotov cocktails.""",3
"All the stores were near empty .
",NNS," The subject of the sentence is ""All the stores.""",3
"There was no nausea , no distaste for the smells wafting in the air around him .
",NN," The subject of the sentence is ""There.""",3
"At the request her manner changed ; she seemed frightened !
",NN," The subject of the sentence is ""she.""",3
"The supplies we brought were just a guess .
",NNS," The subject of this sentence is ""supplies.""",3
""" Two trailers , "" Luc said , pointing to the screen .
",NNS," The subject of the sentence is ""Two trailers.""",3
"Just as quickly , orbs of all shapes and sizes flared to light around me .
",NNS, There is no subject in this sentence.,3
"Clever trick of Andrei 's to give a few more minutes ' grace .
",NN," The number of the subject of the sentence is ""1"".",3
"Raw , bright colors edge into his aura .
",NNS," The subject of the sentence is ""colors.""",3
""" Your organization isn 't as careful as you might think .
",NN," The number of the subject of the sentence ""Your organization isn't as careful as you might think."" is ""your organization.""",3
"Maybe there were some leftovers he could bury himself in .
",NNS, There is no subject in this sentence.,3
"The countess sank in her fangs .
",NNS, There is no subject in the sentence.,3
"Once this place was gone , those little orange pills would be the only thing standing between her and a possibly painful death .
",NNS," The subject of the sentence is ""pills.""",3
"Questions were what haunted her the most now .
",NNS," The number of the subject of the sentence is ""what.""",3
"From across the way , torches burned brightly as the knights prepared to ride from the castle compound .
",NNS," The subject of the sentence is ""torches.""",3
"Happily , the rollers worked as intended and the module made its slow progress across the transfer block and into the hold of Red One .
",NNS," The number of the subject of the sentence is ""the rollers.""",3
"His valet would have a fit .
",NN, His valet would have a fit . is not a sentence.,3
"The contract terms were more than fair .
",NNS, The contract terms is the subject of the sentence.,3
"As Jason knocked a third time , locks disengaged , and the door whipped inward .
",NNS," The subject of the sentence is ""As Jason knocked a third time , locks disengaged , and the door whipped inward .""",3
"The silver charm blurred .
",NN," The subject of the sentence is ""charm.""",3
"How 's your brother Tim doing ? ""
",NN,"

There is no subject in the sentence.",3
"The roads were empty and black beneath the darkened sky , and Jeremy pressed the accelerator , speeding toward Greenville .
",NNS, Jeremy,3
"Reality forced its way through her need .
",NN," The subject of the sentence is ""Reality.""",3
"The commander asked Heather , "" You have taken great risk for our people despite your distrust of those of the palace ; I wonder why ? ""
",NN," The number of the subject of the sentence is ""The commander.""",3
"Of all the crazy things , aliens had to come knocking on my door .
",NNS," The number of the subject of the sentence is ""aliens.""",3
""" Ok , well let me get inside and find out what is going on .
",NN," The subject of the sentence is ""I.""",3
"Others were men that Julie could identify if given enough time to study they photographs .
",NNS," The subject of the sentence is ""others.""",3
"The scowl hadn 't left his face since the mines , deepening whenever his eyes drifted in my direction .
",NN," The subject of the sentence is ""The scowl.""",3
"There were strange sea creatures stirring underneath .
",NNS," The subject of the sentence is ""There.""",3
""" All the servants think a great deal of her . ""
",NNS," The number of the subject of the sentence is ""All.""",3
"My first option is to become a Host and live in a compound .
",NN," The subject of the sentence is ""My.""",3
"Dr. Steve exclaimed , "" Good morning , ladies , "" except that , if you ask me , it wasn 't .
",NNS," The number of the subject of the sentence is ""Dr. Steve.""",3
"There was that tiny hesitation that seemed to come every time she spoke to him , as if it were taking him a minute to focus .
",NN," The number of the subject of the sentence is ""There"".",3
"The pupils were blank and white .
",NNS," The number of the subject of the sentence ""The pupils were blank and white."" is plural.",1
"Down below , the owls started up again .
",NNS," The subject of the sentence is ""the owls.""",3
"My insecurities and my nerves about the wedding weekend were just as much to blame .
",NNS," The number of the subject of the sentence is ""My insecurities and my nerves.""",3
"Things have escalated quicker than we expected .
",NNS," The subject of the sentence is ""Things.""",3
""" Simple explanations are best , Lacey .
",NNS," The subject of the sentence is ""Lacey.""",3
""" Her weakness is obvious . ""
",NN," The number of the subject of the sentence ""Her weakness is obvious."" is singular.",1
"Soft sobs made her breath uneven .
",NNS," The number of the subject of the sentence is ""one.""",3
""" History makes these times out to be full of war and death .
",NN," The subject of the sentence is ""times"".",3
"There are baby ducks paddling near .
",NNS, There is no subject in this sentence.,3
"Girls like workin ' there , even so . ""
",NNS," The subject of the sentence is ""Girls.""",3
"Suddenly , green pulp squirted from it like pimple juice .
",NN," The number of the subject of the sentence ""Suddenly , green pulp squirted from it like pimple juice ."" is 1.",2
"Instead of disturbing him , for some reason the lies excited him .
",NNS," The subject of the sentence is ""the lies.""",3
"The social events I attend with him are the most tedious things I have ever witnessed .
",NNS," The subject of the sentence is ""The social events I attend with him.""",3
""" There are vacant spaces on every plane - "" Something large dropped from the top of one of the buildings .
",NNS," The subject of the sentence is ""Something.""",3
"My mind races and I let out a huge sigh .
",NNS," My
    

Q: What is the number of the subject of the sentence ""The wooden toy was created by the talented carver .
""?

A: The",3
"The closet on the other side of the room burst open .
",NN," The subject of the sentence is ""The closet.""",3
"The younger runner hurtles round like a hare and posts a time of 46 seconds and runs off scratch .
",NN," The number of the subject of the sentence is ""The younger runner.""",3
"Perhaps , we need to go about it in a different way , "" the captain proposed .
",NN," The number of the subject of the sentence ""Perhaps , we need to go about it in a different way , "" the captain proposed .
"" is 3.",2
"Angus was laughing now .
",NNS," The subject of the sentence is ""Angus.""",3
"To a man who made her heart race and her palms sweat .
",NN, There is no subject in the sentence.,3
"Her skills were clearly no match for either man who parried and thrust in furious rhythm .
",NNS," The subject of the sentence is ""skills.""",3
""" But not a true werewolf , because no self-respecting wolf would stink like that . ""
",NN," The subject of the sentence is ""But not a true werewolf.""",3
"Girls so drunk they could hardly stand up were pawing at me , and the noise of the band overloaded my senses .
",NNS, There is no subject in the sentence.,3
"My palms begin to sweat .
",NNS, There is no subject in the sentence.,3
"The master inspected him thoughtfully .
",NN," The subject of the sentence is ""The master.""",3
"Gambling bones , hard tack , flint , an empty wine skin , and finally a golden bracelet emblazoned with a leaf .
",NN," The number of the subject of the sentence is ""Gambling bones , hard tack , flint , an empty wine skin , and finally a golden bracelet emblazoned with a leaf .""",3
"The nurses said that you were just sleeping , but ... "" he squeezed her hand .
",NNS," The number of the subject of the sentence ""The nurses said that you were just sleeping , but ... "" he squeezed her hand .
"" is ""he.""",3
""" Come into m ' cabin John , thar 's some business we need to discuss , "" the captain said .
",NN," The number of the subject of the sentence is ""1"".",3
"There are three spiral galaxies in the Local Group .
",NNS, 3,3
"The surgeon removed the bloody gloves and tossed them carelessly into the sink .
",NN," The subject of the sentence is ""The surgeon.""",3
"Truth , a bath will be nice .
",NN, There is no subject in this sentence.,3
"The tailor backed away , bowing .
",NN," The subject of the sentence is ""The tailor.""",3
"The warriors formed a semi-circle around the body of the fallen Paladin which they had stacked up high on neatly piled branches in a clearing .
",NNS," The number of the subject of the sentence is ""The warriors.""",3
"Finally , a six-foot bull jumped out into the circle , grabbed the young abby by its neck and pried it off the elk 's back .
",NN," The number of the subject of the sentence is ""a six-foot bull.""",3
"She held it up between her index fingers and thumb , her pinky stuck up like Vanna White presenting a prize .
",NN," The subject of the sentence is ""She.""",3
"The drums throb , replacing my pulse with theirs .
",NNS," The subject of the sentence is ""The drums.""",3
"This second factor is where most of the difficulties lie .
",NN," The number of the subject of the sentence is ""second.""",3
"Thinking of Dan brought the memory of her dream back to her .
",NN," The number of the subject of the sentence is ""1"".",3
"His writing took up a great deal of his waking hours .
",NN," The number of the subject of the sentence is ""one.""",3
"The squirrels she spied weren 't gray but red , and many of the leaves on bushes were larger than she was .
",NNS," The subject of the sentence is ""The squirrels she spied.""",3
"The stiffness had faded away from his body .
",NNS," The stiffness had faded away from his body.
    

The subject of the sentence is ""The stiffness.""",3
"There are always consequences .
",NNS," The subject of the sentence is ""consequences.""",3
"The van was a big yellow thing , some kind of bread truck , with a boxy , windowless back .
",NN," The number of the subject of the sentence is ""The van"".",3
"For Sloane , crime scenes were data : angles to be examined , numbers to be crunched .
",NNS," The subject of the sentence is ""Sloane.""",3
"There is more rustling behind me .
",NN, There is no subject in the sentence.,3
"The black tigers laughed and even the band of the fox laughed as well , but in a rather sarcastic manner .
",NNS," The number of the subject of the sentence is ""the black tigers,"" ""the band of the fox,"" and ""but.""",3
""" Well your vitals are looking good .
",NNS," The subject is ""Well.""",3
""" There 's a lotta good teaching in here about listening to God , and about listening to one another .
",NN," The number of the subject of the sentence is ""There.""",3
""" The roads are nearly impassable with dead cars everywhere .
",NNS, The roads.,3
"Things had been better , and with a high , very high level of literacy world wide society was finally much more civil and progressive .
",NNS," The number of the subject of the sentence is ""Things.""",3
"My letters with Mick McAllister are my private business .
",NNS," The subject of the sentence is ""My letters with Mick McAllister.""",3
"No fake ID to get a drink whenever you visit Georgia . ""
",NN," The subject of the sentence is ""No fake ID.""",3
"There weren 't anymore child murders after his disappearance .
",NNS," The subject of the sentence is ""There.""",3
"The entry logs show that no maintenance team intervened . ""
",NN, There is no subject in this sentence.,3
"Her next two punches came fast and unexpected , one catching him hard on the jaw .
",NN," The number of the subject of the sentence ""Her next two punches came fast and unexpected , one catching him hard on the jaw ."" is two.",2
"Things fall apart . ""
",NNS," The subject of the sentence is ""Things.""",3
"Then , the absence of cars makes it easier to run .
",NN," The number of the subject of the sentence is ""it"".",3
"The indications were slight , but she could not be mistaken .
",NNS," The number of the subject of the sentence ""The indications were slight , but she could not be mistaken ."" is singular.",2
"That bad habit just made you the last person up and around out here !
",NN," The number of the subject of the sentence is ""1"".",3
"Last year the average bonus for associates was nine thousand .
",NN," The number of the subject of the sentence is "" nine thousand.""",3
"Still , there was this six-month engagement she was insisting on .
",NN," The number of the subject of the sentence ""Still , there was this six-month engagement she was insisting on ."" is ""six-month engagement.""",2
"Another roar flew out of him as his name slipped past her lips .
",NN," The subject of the sentence is ""Another roar.""",3
"In a roundabout manner , Star 's unease served to calm Winston 's own jitters .
",NN," The subject of the sentence is ""Star's unease.""",3
"A few cobwebs draped over the books from the ceiling lights , connecting the shelves and books in dusty lines .
",NNS," The number of the subject is ""A.""",3
""" Your accommodations are ready for you as always .
",NNS," The subject of the sentence is ""Your accommodations.""",3
"Buddy 's tender , loving care had deeply touched her , and she had freely opened the door to her heart .
",NN, Buddy,3
"A frustrated growl escaped him as he shoved a hand through his short hair .
",NN," The subject of the sentence is ""A frustrated growl.""",3
"Apparently , there was a limit to his cooperation .
",NN," The subject of the sentence is ""there.""",3
"Looks like there was some trouble at your place over the weekend . ""
",NNS," The number of the subject of the sentence is ""1"".",3
"Vast sapphire bows lined the bodice as well , drawing attention to the low cut neckline .
",NNS," The number of the subject of the sentence is "" bows.""",3
"The original Vampire disappeared before Lexus could kill him , disbanding them all in the act .
",NN," The subject of the sentence is ""The original Vampire.""",3
"As his personality curdled and then turned malignant , as his self-hatred began to strangle him , his lust for power became all consuming .
",NN," The number of the subject of the sentence is ""As his personality curdled and then turned malignant , as his self-hatred began to strangle him , his lust for power became all consuming .""",3
"There 's just a bunch of huge holes where the pumpkin 's face should be .
",NN," The subject of the sentence is ""There.""",3
"The festival turns out to be something out of central casting .
",NN, There is no subject in the sentence.,3
"And then we ' l live forever . ""
",NN," The subject of the sentence is ""we"".",3
""" My impending sister-in-law has spoken . ""
",NN," ""My impending sister-in-law"" is the subject of the sentence.",3
"Others were fresher , with nerves worming from their sockets and half-eaten lips clotted with frozen gore .
",NNS," The subject of the sentence is ""others.""",3
"His worries fled and he found that he had become very tired all of a sudden .
",NNS," The number of the subject of the sentence is ""one.""",3
"Earth metals act as a deadly poison to me .
",NNS," The number of the subject of the sentence ""Earth metals act as a deadly poison to me."" is one.",1
""" All couples fight and survive . ""
",NNS," The subject of the sentence is ""All couples.""",3
"A Fire snake 's venom caused one of the most agonizing injuries there were .
",NN, There is no subject in the sentence.,3
"Berserk lust is likely not the best frame of mind for removing them .
",NN," The number of the subject of the sentence is ""Berserk lust.""",3
""" You 'll stay in here , "" the princess said .
",NNS," The subject of the sentence is ""You.""",3
"A half-dozen footmen were standing at attention upon the shallow , graceful steps that led from the drive to the front door .
",NN, The number of the subject of the sentence is six.,2
"Aurelius doesn 't get a monopoly . ""
",NNS," The subject of the sentence is ""Aurelius.""",3
"The bells at St. Columba 's would ring midday for the funeral of a fisherman caught unawares on the shore .
",NNS," The number of the subject of the sentence is ""The bells at St. Columba 's.""",3
"Discarded food containers littered the table and the floor near the trashcan .
",NNS," The number of the subject of the sentence is ""Discarded food containers.""",3
"The round Moon rolled behind the hill , as the Sun raised up her head .
",NN," The subject of the sentence is ""The round Moon.""",3
"A snort of laughter erupted .
",NN," The subject of the sentence is ""A snort of laughter.""",3
"Though he spoke with dignity , there was a certain bitterness to his words as he finally had to verbally acknowledge the outcome he feared the most .
",NN," The number of the subject of the sentence is ""he"".",3
""" Two colleagues going to dinner to celebrate a successful project ?
",NNS, Two,3
"Love did not always endure .
",NN," The number of the subject of the sentence ""Love did not always endure."" is singular.",1
""" After we find the mine , somebody will have to start the explosion . ""
",NN," The number of the subject of the sentence """" After we find the mine , somebody will have to start the explosion . ""
"" is "" somebody "".",3
"There are many , such mass produced coils , today , that can be bought on the free market .
",NN, coils,3
"Caden 's soft chuckle warmed my heart but it faded too fast .
",NN, Caden,3
"All the students laughed along with his remark .
",NNS," The subject of the sentence is ""All the students.""",3
"The consolation was that she probably wouldn 't see anyone her age at the pool this early in the morning .
",NN," The subject of the sentence is ""The consolation.""",3
"Only a miracle would bring it back ... restore it to the bastion of life it once was .
",NN," The number of the subject of the sentence is ""it.""",3
"My thighs gripped Jake 's hips instinctively as he pulled back out only to thrust even harder .
",NNS, The number of the subject of the sentence is My.,3
"A dozen long tables defined the space in two rows with stout benches on either side as the only seats .
",NNS," The number of the subject of the sentence is ""A dozen long tables.""",3
""" Soldiers came on Monday after Easter .
",NNS, There is no subject in this sentence.,3
"His pupils turned luminous .
",NNS," The number of the subject of the sentence ""His pupils turned luminous."" is singular.",2
"Use a quarter of each tube every time your sister 's condition worsens .
",NN," The number of the subject of the sentence is ""a quarter.""",3
"The stench was toxic .
",NN, There is no subject in the sentence.,3
"Therefore , your origins are indeed questionable . ""
",NNS," The number of the subject of the sentence ""Therefore , your origins are indeed questionable . "" is ""your.""",3
"Lynette 's fingernails dug into his forearms as he rolled his h * ps and pushed into her .
",NNS," The number of the subject of the sentence is ""1.""",3
"A pinpoint dim flicker in the hazy gloom would be more accurate .
",NN," The subject of the sentence is ""A pinpoint dim flicker.""",3
"Thoughts were moving so fast they were almost a blur .
",NNS," The number of the subject of the sentence is ""thoughts.""",3
"The piper - not the same guy every time - stood on the corner of Princes Street and Waverly Station .
",NN," The number of the subject of the sentence is ""The piper.""",3
"An unattractive snort escapes me .
",NN," The subject of the sentence is ""An unattractive snort.""",3
"The left wing swung up over the plane and smashed down into the ground , snapping like a twig .
",NN," The subject of the sentence is ""The left wing.""",3
"The unmistakable determination in her voice alerts me that she has a plan which will not be good for me .
",NN," The number of the subject of the sentence is ""she"".",3
"Sean 's adrenaline eased the slightest bit .
",NN," The number of the subject of the sentence is ""1"".",3
"Tall streetlights whizzed past them , illuminating , then drowning in shadows .
",NNS," The number of the subject of the sentence ""Tall streetlights whizzed past them , illuminating , then drowning in shadows ."" is them.",3
"Like a giant jigsaw puzzle . ""
",NN," The number of the subject of the sentence ""Like a giant jigsaw puzzle."" is ""1"".",3
"His resentful infatuation was touching , and Lynette 's mouth curved upward .
",NN, The number of the subject of the sentence is 3.,2
"Her guardian and his partner disappeared into the thick trees , followed awkwardly by the gardener , who kept dropping the bags .
",NN," The number of the subject of the sentence is ""three.""",3
"Others may think it strange he did not require sustenance .
",NNS," The number of the subject of the sentence is ""he.""",3
"The drill sergeants were disappointed .
",NNS," The subject of the sentence is ""The drill sergeants.""",3
"com Web site to update the others on his latest kills .
",NN," The number of the subject of the sentence is ""one"".",3
"Reyes was confident of victory until he lost his footing on the damp leaves .
",NNS," The subject of the sentence is ""Reyes.""",3
"The van was once again above me but the hole was not lined up with the manhole .
",NN," The number of the subject of the sentence ""The van was once again above me but the hole was not lined up with the manhole"" is ""The van.""",3
"Dropping from the saddle , Link gives his horse an encouraging pat as she excitedly gallops into the dark field of yellow grass beyond the barn .
",NN, Link,3
"The butterflies settled a little , or maybe one managed to escape .
",NNS," The subject of the sentence is ""The butterflies.""",3
"The blackness before him then stumbled under the force of a side kick to the stomach .
",NNS," The subject of the sentence is ""The blackness before him.""",3
"A serenity matched by nothing else .
",NN, There is no subject in this sentence.,3
"A pulse rippled through her arm .
",NN," The number of the subject of the sentence is ""A.""",3
"The referee called the start and the jury stooped to watch for hits .
",NN," the subject of the sentence is ""The referee.""",3
"Thoughts of them together made Katherine want to throw up .
",NNS," The number of the subject of the sentence is ""Thoughts"".",3
"The crunched bullet fell to the ground .
",NN, There is no subject in this sentence.,3
"The clerk backed off .
",NN, There is no subject in this sentence.,3
"There were a ton of spots thanks to the summer session , but it was still an uphill hike to her class .
",NN," The number of the subject of the sentence is ""There"".",3
"There were other cases that got less news coverage , but people who pay attention to such things can always find the stories .
",NNS," The number of the subject of the sentence is ""There.""",3
"Such an avenue of comparison did not really interest him .
",NN," The number of the subject of the sentence is ""one.""",3
"Edwards ' assistant and he didn 't adapt kindly to Folklore - he sort of held him responsible for Doc .
",NN, he,3
"Things just became more difficult .
",NNS, There is no subject in the sentence.,3
"The drone of the motor blended with the sound of the water breaking around the vessel .
",NN," The subject of the sentence is ""The drone of the motor.""",3
"As the Queen Anne 's Revenge sails on the tide , the mothers and older sisters with Diana watch from the pier .
",NNS," The number of the subject of the sentence is ""the Queen Anne's Revenge.""",3
"His boot had found too good of a mark on Fang 's chest for it to have been by chance .
",NN, Fang,3
"During my senior year , my rebellion reached a high point .
",NN," The number of the subject of the sentence is ""1"".",3
"The soil at the edge was loose and crumbly , shot through with deep furrows from recent rains .
",NN," The number of the subject of the sentence is ""The soil.""",3
"Thoughts of blood and bonding were dangerous things .
",NNS," The subject of the sentence is ""Thoughts.""",3
"In 1800 everybody had other things on their minds .
",NN," The subject of the sentence is ""everybody.""",3
""" Inside every lump of coal there 's a diamond waiting to get out , right ? ""
",NN," The number of the subject of the sentence ""Inside every lump of coal there 's a diamond waiting to get out , right ?"" is ""1"".",3
""" My apologies , "" I say .
",NNS, There is no subject in the sentence.,3
"The only gates that we have are to keep the cows and horses in .
",NNS," The subject of the sentence is ""The only gates.""",3
""" There 's no shortage of volunteers .
",NN, There is no subject in this sentence.,3
""" Your Highness , he is your King , and he has commanded it . ""
",NNS," The subject of the sentence is ""Your Highness.""",3
"Children 's rhyme , various Prologue Jack Others slept the night away wasting the hours between dusk and dawn but not he .
",NNS," The number of the subject of the sentence is ""1"".",3
"His tuxedo stretched across broad shoulders and his elegant white shirt collar framed the sturdy neck of an athlete .
",NN," The subject of the sentence is ""His tuxedo.""",3
"The other chips were fine . ""
",NNS," The subject of the sentence is ""The other chips.""",3
"Both Leif and I grabbed her before she could topple face first into the fresh dirt and flowers .
",NN, The number of the subject of the sentence is plural.,2
"When Kylie asked Holiday for an explanation of how evil spirits could hurt her , the camp leader hesitated .
",NN," The number of the subject of the sentence is ""When Kylie asked Holiday for an explanation of how evil spirits could hurt her , the camp leader hesitated .""",3
"The oily gel was pooling in various places on the ground inside the shed .
",NN," The subject of the sentence is ""The oily gel.""",3
"A flat screen TV sat on a table by the wall to her left with three ashtrays lined up in front of it .
",NN, A flat screen TV,3
"Goose bumps raised along her skin .
",NNS," The number of the subject of the sentence ""Goose bumps raised along her skin."" is singular.",2
"His puny efforts at population control only operated in a puny area , and would have little effect in the whole environmental setting .
",NNS," The subject of the sentence is ""His puny efforts at population control.""",3
"Dark clouds were forming overhead and the wind was picking up , which concerned her .
",NNS," The number of the subject of the sentence is ""Dark clouds.""",3
"His hand darts inside his linen jacket quickly , fumbles around for a second .
",NN," The subject of the sentence is ""His hand.""",3
"These bigger accounts usually kickback a percentage to the List as a donation .
",NNS," The subject of the sentence is ""accounts.""",3
"At the far edge of the field , a tiny curl of smoke rose against the green .
",NN," The number of the subject of the sentence is ""a tiny curl of smoke.""",3
"Her fears , her youth , were responsible for reducing his greatness to mindless savagery .
",NNS," ""Her"" is the subject of the sentence.",3
"Many funerals had to be held as many soldiers had sadly deceased in the war .
",NNS," The subject of the sentence is ""Many funerals.""",3
"A tremor coursed through her and she had to re mind herself that lusting after the man was not conducive to getting her life back under control .
",NN," The number of the subject of the sentence is ""A"".",3
"Part of her in a Realm in which Lumina was a young researcher , fascinated by an Outsider .
",NN," The subject of the sentence is ""Part.""",3
"The kisses moved across the very top of where the bra ended .
",NNS," The subject of the sentence is ""The kisses.""",3
"The rolling hills quickly turned into pine covered foothills and plateaus .
",NNS," The subject of the sentence is ""The rolling hills.""",3
"The tests multiplied , became more accurate .
",NNS," The number of the subject of the sentence ""The tests multiplied , became more accurate ."" is ""The tests.""",3
"Hank ( chuckling ) : Can 't argue with you there - the bitch is loony .
",NN, Hank,3
""" The winds died before , and it came for us . ""
",NNS," The subject of the sentence is ""it.""",3
"His fingertips brushed her face with exquisite tenderness .
",NNS," The number of the subject of the sentence is ""His.""",3
"' Do something , ' Prophet said .
",NN, 4,3
"His buzzing still has her on edge .
",NN," The subject of the sentence is ""His buzzing.""",3
"Soon enough , footsteps echoed down the hall .
",NNS," The subject of the sentence is ""footsteps.""",3
""" The Chinese sub moved in . ""
",NN," The number of the subject of the sentence ""The Chinese sub moved in."" is ""one"".",3
"Curious , she opened the door to the left of the bed and stepped inside , surprised to find a small bathroom .
",NNS," The number of the subject of the sentence is ""she"".",3
"Things to do you know . ""
",NNS," There is no subject in the sentence ""Things to do you know . """,3
"Waves were crashing in his eyes , sure and strong and sweeping .
",NNS," The number of the subject of the sentence ""Waves were crashing in his eyes , sure and strong and sweeping ."" is singular.",2
""" Others would not give it back .
",NNS,"

The subject of the sentence ""Others would not give it back"" is ""Others"".",3
"A familiar tightness gripped his chest at that possibility , but he forced himself to remain calm .
",NNS," The number of the subject of the sentence is ""A.""",3
"His own fears didn 't matter .
",NNS," The subject of the sentence is ""His own fears.""",3
"The strange , jittery hysteria was still there , but it receded , curling down for a rest deep inside him .
",NN," The number of the subject of the sentence is ""The strange , jittery hysteria.""",3
"Once wakened , the sacred blades must take life before they can be returned to rest .
",NNS," The subject of the sentence is ""the sacred blades.""",3
"The blast zone was still visible behind her .
",NN," The number of the subject of the sentence ""The blast zone was still visible behind her."" is singular.",1
""" Those ghosts live right here .
",NNS," The subject of the sentence is ""ghosts.""",3
""" But our tickets are non-refundable .
",NNS," The subject of the sentence is ""But.""",3
"Reyes lay under a mound of heavy blankets .
",NNS," The number of the subject of the sentence ""Reyes lay under a mound of heavy blankets"" is singular.",2
""" Child , again I say you must repent this willfulness !
",NN," The subject of the sentence is ""Child.""",3
"His posture slackened a little .
",NN," The number of the subject of the sentence ""His posture slackened a little"" is singular.",1
"Marcus 's appetite for life amazed her .
",NN, Marcus,3
""" No offense , "" Rachel said , "" but why have your enemies left you alive ? ""
",NN," The number of the subject of the sentence ""No offense, Rachel said, but why have your enemies left you alive?"" is ""1"".",3
