sentence,label,GPT3_response,response_type
"' Knowing him , he blames himself ! '
",PRES," The tense of the sentence ""' Knowing him , he blames himself ! '"" is present tense.",1
""" She told me to wait , so I did , "" the girl whispers .
",PRES, The tense of the sentence is past tense.,2
"He stops short and turns to face me .
",PRES, The sentence is in the present tense.,1
""" That phrase applies to so many things at the moment that I 'm not sure which you 're referring to in particular . ""
",PRES, The tense of the sentence is present tense.,1
"Damon sat very stil and watched her go , his eyes hooded .
",PAST, The tense of the sentence is past tense.,1
"Low and musical , it slides against my skin , stirring the energy just behind my lungs that makes me what I am .
",PRES, The tense of the sentence is present tense.,1
""" Plane crash . ""
",PRES, The sentence is in the present tense.,1
"She flinches from the sharpness in my tone but continues to smile .
",PRES," The tense of the sentence ""She flinches from the sharpness in my tone but continues to smile"" is present tense.",1
"So I slowed down , leaning forward over my handlebars , trying to see the ground far ahead .
",PAST, The tense of the sentence is past tense.,1
"When they 're still a hundred yards away , Marcus stops and hovers .
",PRES, The sentence is in the present tense.,1
"Pearls adorned the style , matching the beading in her gown .
",PAST," The tense of the sentence ""Pearls adorned the style , matching the beading in her gown ."" is in the past tense.",1
"Tentatively due Summer 2014 .
",PRES, The sentence is in the present tense.,1
"We saluted to those who 'd gathered to see us off , then faced down the tunnels and set off .
",PAST, The tense of the sentence is past tense.,1
"Ted proved himself a sweet , understanding and sensitive man .
",PAST, The tense of the sentence is past tense.,1
""" The daddy rule still applies .
",PRES, The sentence is in the present tense.,1
""" Might I ask your name , honored sir ? ""
",PRES, The tense of the sentence is present tense.,1
"He feared knowing about the people his father called commoners .
",PAST," The tense of the sentence ""He feared knowing about the people his father called commoners"" is past tense.",1
"The irritation in Shane 's gut exploded into all-out anger and he couldn 't figure out why .
",PAST, The sentence is in the present tense.,2
""" That he screwed up .
",PRES, The sentence is in the past tense.,2
"Her dark eyes shone in her rosy face and her lips told of much laughter and mirth .
",PRES, The sentence is in the past tense.,2
"Familiar pain popped every vertebra into place , skin stretched and feathers retreated .
",PAST, The sentence is in the past tense.,1
"Even in the twilight they glowed azure , heavy with hunger and satisfaction .
",PAST, The tense of the sentence is past tense.,1
"CHAPTER TWENTY LET THEM FLY When we returned , dusty and victorious , to the House , Ethan thanked me with steak and chocolate .
",PAST, The tense of the sentence is past.,1
"The world outside calmed as his breathing slowed .
",PAST, The sentence is in the past tense.,1
"She crawled through twenty feet of narrow rusting steel that left a bitter metallic taste in her mouth , each time she inhaled .
",PAST, The tense of the sentence is past tense.,1
""" But that doesn 't keep me from wanting to go out and do something because I want to , "" I mumbled .
",PRES, The tense of the sentence is present tense.,1
"I described Shannon in vivid detail , and I also told him I was working on making her my girlfriend .
",PAST, The tense of the sentence is past tense.,1
"Zane tipped his head to one side and shrugged , then gripped the hem of his shirt .
",PAST, The tense of the sentence is present.,2
"The knowledge that she so readily responded to his merest touch only deepened the scowl marring her brow .
",PAST, The sentence is in the past tense.,1
"Pleased as punch to meet you . ""
",PRES," The tense of the sentence ""Pleased as punch to meet you."" is present tense.",1
""" You stubborn little minx . ""
",PRES, The sentence is in the present tense.,1
""" This is a fine mess , "" she mumbled .
",PRES, The tense of the sentence is past tense.,2
""" Then she lied to me !
",PAST, The tense of the sentence is past tense.,1
"I silently thanked Rosetta for making me up for the evening , even if I did feel funny about the contrast in our clothing .
",PAST, The tense of the sentence is past tense.,1
"Takeo plunged into the grass once again .
",PAST," The tense of the sentence ""Takeo plunged into the grass once again."" is present tense.",2
"She retracted her head back .
",PAST, The sentence is in the past tense.,1
"Silence falls on the room .
",PRES," The tense of the sentence ""Silence falls on the room."" is present tense.",1
"The back door opens directly into a large kitchen with a fireplace .
",PRES, The sentence is in the present tense.,1
"They required too much trust , and trust was something she didn 't have anymore .
",PAST, The tense of the sentence is past tense.,1
"Anita quickly snuck a look at me , and winked .
",PRES," The tense of the sentence ""Anita quickly snuck a look at me , and winked ."" is past tense.",2
"My head falls nearly to my chest as I realize that I am brown bread .
",PRES, The sentence is in the present tense.,1
""" Absolutely outstanding , "" Auron cheered .
",PAST, The tense of the sentence is present tense.,2
"He tipped his glass at a woman standing about twenty feet away from us , one of the most breathtaking women I 'd ever seen .
",PAST, The tense of the sentence is past tense.,1
""" Then lets see it in action ! ""
",PRES, The tense of the sentence is present tense.,1
""" Well , you didn 't grow up with mine , "" Candace countered .
",PAST, The tense of the sentence is past tense.,1
"Chapter 26 Everyone froze .
",PAST," The tense of the sentence ""Chapter 26 Everyone froze."" is present tense.",2
"Ella 's newly dyed hair shone .
",PRES, The sentence is in the present tense.,1
""" You 're not making sense , lass .
",PRES, The sentence is in the present tense.,1
""" Tut , tut , mon general .
",PRES, The sentence is in the present tense.,1
"Pain erupts through my arm and I can 't breathe .
",PRES, The sentence is in the present tense.,1
"In a few seconds , the prisoner bodies shrank and shriveled up .
",PAST, The tense of the sentence is present tense.,2
"That changes everything then , doesn 't it , "" Aquitaine murmured , his tone dry .
",PRES," The tense of the sentence ""That changes everything then, doesn't it,"" Aquitaine murmured, his tone dry. is present tense.",1
"He freed my bangs from behind my ear , spilling dark curls into my eyes before sweeping it back with his fingertips .
",PAST, The tense of the sentence is present tense.,2
"How to get blood without kil ing the donor . ""
",PRES," The tense of the sentence ""How to get blood without kil ing the donor . "" is present tense.",1
"It always pays to follow the money . ""
",PRES," The tense of the sentence ""It always pays to follow the money."" is present tense.",1
""" Jesus , "" Gabe breathes .
",PRES, The sentence is in present tense.,1
"Several voices chimed in .
",PAST," The tense of the sentence ""Several voices chimed in"" is present tense.",2
"Helen shivered , knowing Philip didn 't stand a chance .
",PAST, The tense of the sentence is past tense.,1
"I dove back into the cab and yelled at Samuel , "" He 's got a rifle !
",PAST, The tense of the sentence is present tense.,2
"She cinched the bag tight and handed it to Spencer .
",PAST," The tense of the sentence ""She cinched the bag tight and handed it to Spencer"" is present tense.",2
"She reaches out and buttons the top two buttons of my shirt .
",PRES, The sentence is in the present tense.,1
"I forgave her with a reluctant smile .
",PRES," The tense of the sentence ""I forgave her with a reluctant smile"" is past tense.",2
"Nose to the ground , Kane padded off , following the edge of the plateau .
",PRES, The tense of the sentence is past tense.,2
"I sensed that his interest came from his own disappointment at not being on Charlotte 's Guard .
",PAST, The tense of the sentence is past tense.,1
"Over the next twenty minutes , she removes three of the cigar boxes from under the bed and takes them to her car .
",PRES, The sentence is in the present tense.,1
"I assume she 's naming the plant for me , having rightly discerned my interest .
",PRES, The tense of the sentence is present perfect.,1
"Valerie gasps and sighs with relief .
",PRES," The tense of the sentence ""Valerie gasps and sighs with relief"" is present tense.",1
"She falls sick on the third day .
",PRES, The sentence is in the present tense.,1
""" The cord begins the bond , Max .
",PRES, The sentence is in the present tense.,1
"I dropped my chin to see the wistful smile on her face , her fingertips playing with mine .
",PRES, The tense of the sentence is past tense.,2
""" I can 't right now , "" I blurt .
",PRES, The tense of the sentence is present.,1
"Finally she crawled over to me and lay her head in my lap .
",PAST, The sentence is in the past tense.,1
"Ben collected a coat and a piece of chicken before following Matthew outside to the rain-soaked rear of the house .
",PAST, The sentence is in the past tense.,1
"He reaches up to tip his hat toward her , ignoring her comment , making his way over to me .
",PRES, The tense of the sentence is present tense.,1
"Bran stares at the blood on Lorcan 's chest , head cocked sideways , not sure what to make of it .
",PAST, The tense of the sentence is present tense.,2
"I frown , a little disappointed as I back toward the water .
",PRES, The tense of the sentence is past tense.,2
"Ryland sees someone coming towards us in the smoke .
",PRES, The sentence is in the present tense.,1
"To the east lies the country from which we emigrated many generations ago .
",PRES," The tense of the sentence ""To the east lies the country from which we emigrated many generations ago."" is present tense.",1
"The lapels were a dark gray color , the shirt underneath matched the lapels and his tie matched the suit that perfectly matched his eyes .
",PAST, The sentence is in the past tense.,1
"Pendleton scratched Maury behind his ears , and the puppy yawned with much gusto .
",PAST, The tense of the sentence is present.,2
"Said Astrid in a tone of voice that Sarah had often heard from her Nan and it was one with which you did not argue .
",PAST, The tense of the sentence is past tense.,1
"Bobby sits across from me .
",PRES," The tense of the sentence ""Bobby sits across from me."" is present tense.",1
"Closer examination revealed two small scars , mere nicks , really , just under each breast .
",PAST, The tense of the sentence is past tense.,1
""" Wow , "" she snickered , finally looking like a kid .
",PAST, The sentence is in the present tense.,2
"That guy ... the Old One ... he grabbed me , and -- "" "" Rafael ?
",PRES, The sentence is in the past tense.,2
"I scratch her back and she scratches mine . ""
",PRES," The tense of the sentence ""I scratch her back and she scratches mine."" is present tense.",1
"Then he brightened up .
",PAST, The sentence is in the past tense.,1
"She shuffled through the pages that had some numbers till she reached the part about Cooper Industries ' plan for restoring Lake Blue Leaf .
",PAST, The tense of the sentence is past tense.,1
""" You 're a nasty , horrible , dopey man , "" piped up a frightened voice somewhere behind me .
",PAST, The sentence is in the present tense.,2
""" Go ahead and get ready , "" I urged as I sat down .
",PAST, The tense of the sentence is present tense.,2
"She squared her shoulders and started down the hall .
",PAST," The tense of the sentence ""She squared her shoulders and started down the hall"" is present tense.",2
"Ryan asked , nerves jumbled together inside him .
",PAST," The tense of the sentence ""Ryan asked , nerves jumbled together inside him ."" is in the past tense.",1
"Near him , a woman collapsed onto the ground , sobbing and spitting hysterical , unintelligible words that no one was listening to .
",PAST, The tense of the sentence is present tense.,2
"Her presence lingered in the cabin for a few seconds and when he gathered his jacket from the floor ; he could smell her on it .
",PAST, The tense of the sentence is past tense.,1
"So quietly , she withdrew , leaving the poor woman to contemplate her own problems .
",PAST, The tense of the sentence is past tense.,1
"In most cases they dumped him rather than vice versa .
",PAST," The tense of the sentence ""In most cases they dumped him rather than vice versa."" is present tense.",2
"Jackson , Austin and Jessie tensed up .
",PAST," The tense of the sentence ""Jackson , Austin and Jessie tensed up ."" is present tense.",2
"She slowly withdrew her hand from his , her cheeks turning a delicate shade of pink .
",PAST, The tense of the sentence is past tense.,1
""" Or , rather , knocking him unconscious . ""
",PRES, The tense of the sentence is present tense.,1
""" Having one of those nights , sweetheart ? ""
",PRES, The tense of the sentence is present perfect.,1
"I recall your words clearly : ' What we need is a place to get away , a safe place . ' ""
",PRES, The tense of the sentence is past tense.,2
""" Good "" I stated .
",PAST, The tense of the sentence is present perfect.,2
"First he braved the stairs again , trudging up to his former office .
",PAST, The tense of the sentence is past tense.,1
"As we walk to the parking lot Sean clears his throat .
",PRES, The sentence is in the present tense.,1
"A book or two , newspapers , snacks . ""
",PRES," The tense of the sentence ""A book or two , newspapers , snacks . "" is present tense.",1
"he whispers , and starts to walk away .
",PRES," The tense of the sentence ""he whispers , and starts to walk away ."" is present tense.",1
"Every window reflected cyan blue as the protective ring sprawled outwards .
",PAST, The sentence is in the present tense.,2
""" Rhett Madison . ""
",PRES, The sentence is in the present tense.,1
"But they feed on something huge .
",PRES, The sentence is in the present tense.,1
"Ria leans wearily against my shoulder ; I feel her hair tickle my ear .
",PRES, The tense of the sentence is present.,1
""" She blames you for reopening my wound when I found you in the woods and brought you here . ""
",PRES, The tense of the sentence is past tense.,2
"So don 't tempt me . ""
",PRES," The tense of the sentence ""So don't tempt me."" is present tense.",1
""" Good thing you 're not drinking then , eh ? ""
",PRES, The tense of the sentence is present.,1
"A strangely familiar voice quotes a famous line from a movie I no longer remember the name to .
",PRES, The sentence is in the present tense.,1
""" Tell me what you like , Cassie , "" he rasped , teasing her nipple with the tip of his tongue .
",PAST, The sentence is in the present tense.,2
""" It bothers me when it 's done for the reason it was offered . ""
",PRES, The sentence is in the present tense.,1
"Varg let out another amused rumble .
",PRES," The tense of the sentence ""Varg let out another amused rumble."" is present tense.",1
"Two other women rode to the edge of the clearing .
",PAST, The tense of the sentence is past tense.,1
"Immediately , the pair froze .
",PAST," The tense of the sentence ""Immediately , the pair froze ."" is present tense.",2
"The triangle zipped in a circle .
",PAST, The sentence is in the present tense.,2
"Power exploded out of me .
",PAST, The sentence is in the past tense.,1
"It washed over me with warmth , and things I didn 't want to remember .
",PAST, The tense of the sentence is past tense.,1
"When he stroked my knuckles with his thumb , I experienced a tingling sensation in the depths of my being and knew everything was about to change .
",PAST, The sentence is in the past tense.,1
"He placed one palm against the wall , effectively caging her in , his body language blatant , possessive , deliberately easy to read .
",PRES, The tense of the sentence is present tense.,1
"A handful of men were on duty , stationed at each floor currently occupied by a prisoner , but not on the stairs themselves .
",PAST, The tense of the sentence is past tense.,1
"He dove for me and I braced myself for the stab but it never came .
",PAST, The tense of the sentence is past tense.,1
"The law remains my friend , and evil still persists in flouting every one we good people set . ""
",PRES, The sentence is in the present tense.,1
"I assume they questioned everyone . ""
",PRES," The tense of the sentence ""I assume they questioned everyone."" is present tense.",1
"Kate haughtily sniffed , probably figuring Hanna didn 't know who Ophelia was .
",PAST, The tense of the sentence is present tense.,2
"I 'm exhausted , "" I yawned in reply and sat down lazily on the edge of my full-sized bed .
",PAST, The sentence is in the present tense.,2
"Gwen pinched her lips together .
",PAST," The tense of the sentence ""Gwen pinched her lips together"" is present tense.",2
"Play the field , sample the riches available , then settle down .
",PRES," The tense of the sentence ""Play the field , sample the riches available , then settle down ."" is present tense.",1
""" I 'll stall him , "" Sage crackled in .
",PAST, The tense of the sentence is future.,3
""" It 's weird , that 's all I 'm saying , "" she hissed in reply .
",PAST, The tense of the sentence is present tense.,2
"Love concentrated on the traffic .
",PAST, The sentence is in the present tense.,2
""" My King , I demand that you listen ! ""
",PRES, The tense of the sentence is present tense.,1
"He trusted and respected St. Denis deeply , but he was a man that wanted to know and see things for himself .
",PAST, The tense of the sentence is past tense.,1
""" Here we are , "" the cabbie stated with complete indifference .
",PAST, The sentence is in the present tense.,2
"' Perhaps , Detective Love , but for one thing . '
",PRES," The tense of the sentence ""' Perhaps , Detective Love , but for one thing . '"" is present tense.",1
""" That damn name carries a ton of baggage with it .
",PRES, The sentence is in the present tense.,1
"In the years to come , newly elected world leaders dispatched rescue ships , loaded with supplies , to come to their aid .
",PAST, Future,3
"The scent reassured her .
",PAST, The sentence is in the past tense.,1
"Cole disarmed Edward and is beating him .
",PAST, The sentence is in the present tense.,2
"Max sits comfortably in the chair across from Mr. Burke 's desk , then considers his posture and sits up straight .
",PRES, The tense of the sentence is present tense.,1
"When Adel enters the Starbucks , he sees Nora at the counter ordering a coffee .
",PRES, The sentence is in the present tense.,1
"She jabbed her finger at him as he stilled his progress and stared at her .
",PAST, The tense of the sentence is present.,2
"Rick winked at her .
",PAST, The sentence is in the past tense.,1
"I fished around in my purse for a few seconds until I found my cell .
",PAST, The tense of the sentence is present tense.,2
"More and more , her routine reduced itself to play ... rewind ... play ... rewind .
",PAST, The tense of the sentence is present.,2
"They all piled back into the van and were dropped off at the dorm .
",PAST, The sentence is in the past tense.,1
"She contented herself by holing up in a guest room and prepping some spells that would be of use in the search for Alicia tomorrow .
",PRES, The tense of the sentence is future.,3
"I 've had more visitors through my window since I met you than I have my whole life , "" she teased quietly .
",PRES, The tense of the sentence is present perfect.,1
""" Don 't go , Jess . ""
",PRES, The tense of the sentence is present tense.,1
"Reyes withdrew a package of turkey and a package of ham , looked from one to the other , then shrugged .
",PAST, The tense of the sentence is past tense.,1
"He slowly tugged at the waistband of my skirt as if I 'd stop him .
",PAST, The sentence is in the past tense.,1
"Robbie stares at the photo of Christa McAuliffe smiling with her mission helmet alongside her back-up crew member and an American Flag .
",PRES, The tense of the sentence is present tense.,1
""" You survived . ""
",PAST, The tense of the sentence is past tense.,1
"That changes when I see a man in a business suit headed straight for me .
",PRES," The tense of the sentence ""That changes when I see a man in a business suit headed straight for me."" is present tense.",1
"He reaches out to ruffle Link 's hair , but Link steps to the side .
",PRES, The tense of the sentence is present tense.,1
"When he touched her arm , she flung herself away from him .
",PAST, The tense of the sentence is past tense.,1
"Patch sat in a chair in the corner , his chin propped on his fist .
",PAST, The tense of the sentence is past.,1
"Edward winced , but smoothed his expression with a little effort .
",PAST, The tense of the sentence is past tense.,1
"She trembled from the dark threat , but her body begged him for more , to show her everything he had and not hold back .
",PAST, The tense of the sentence is present tense.,2
"Neither of us likes Steven and if you 've got some dirt on him , it would really help my investigation . ""
",PRES, The tense of the sentence is present tense.,1
"He likes to set a scene . ""
",PRES," The tense of the sentence ""He likes to set a scene"" is present tense.",1
""" So ... moving on , huh ? ""
",PRES, The tense of the sentence is present tense.,1
"He stiffened at the reference to his eyes .
",PAST, The sentence is in the past tense.,1
"Eric 's grip slackened in shock .
",PAST, The sentence is in the past tense.,1
"Julie regarded her with undisguised skepticism .
",PAST," The tense of the sentence ""Julie regarded her with undisguised skepticism"" is present tense.",2
"Never fearful , always on guard .
",PRES," The tense of the sentence ""Never fearful , always on guard ."" is present tense.",1
"As the entire bridge gave way he utilized the only option he had left .
",PAST, The sentence is in the past tense.,1
"I denied it vehemently , "" But may I know why you ask ? ""
",PAST," The tense of the sentence ""I denied it vehemently, ""But may I know why you ask?"" is present tense.",2
"I bellowed in my best law enforcement voice .
",PAST, The sentence is in the past tense.,1
""" I think that 's the coast road , "" Rachel announced .
",PAST, The tense of the sentence is present tense.,2
"She grabs her purse and meets him at the door .
",PRES," The tense of the sentence ""She grabs her purse and meets him at the door."" is present tense.",1
"And just like the good friend that he is , he catches on .
",PRES, The sentence is in the present tense.,1
"Elena eyed his offering doubtfully .
",PAST, The sentence is in the present tense.,2
"He kicks the cup out of the way and steps closer to me , restraining a grin as he pats me on the back .
",PRES, The tense of the sentence is present tense.,1
""" Calling me a name I detest and accusing me of madness and lying .
",PRES, The tense of the sentence is present perfect.,1
"I arch my back at the last second so he can sink even deeper inside , moaning at the pulsating sensation .
",PRES, The tense of the sentence is present tense.,1
"It brings tears to my eyes ! ""
",PRES, The sentence is in the present tense.,1
"The three ascend the stairs and arrive at the shut attic room door .
",PAST, The sentence is in the present tense.,2
"She clutched him , trembling with ecstasy .
",PAST," The tense of the sentence ""She clutched him , trembling with ecstasy ."" is present tense.",2
""" It 's okay , baby , "" he murmurs , sounding really groggy .
",PRES, The sentence is in the present tense.,1
"I commit myself , and all that I am , to it , until death parts us .
",PRES," The tense of the sentence ""I commit myself , and all that I am , to it , until death parts us ."" is present tense.",1
"Then she piled sweaters and other folded things from the shelf on top of herself , covering even her head .
",PAST, The sentence is in the past tense.,1
""" This is none of your business , "" Christopher contradicted .
",PAST, The tense of the sentence is present.,2
"To not be judged , to be , like , admired . ""
",PAST," The tense of the sentence ""To not be judged, to be, like, admired."" is present tense.",2
"He flicked and tortured the tiny bud as her hips lifted for satisfaction .
",PAST, The tense of the sentence is present tense.,2
"Swinging into the driver 's seat , I gripped the joystick , elevated the truck and it hovered over towards the third shelf .
",PAST, The tense of the sentence is present tense.,2
"I tense and frown .
",PRES," The tense of the sentence ""I tense and frown"" is present tense.",1
""" Help me , "" I shout .
",PRES, The tense of the sentence is present.,1
"You belong to me . ""
",PRES," The tense of the sentence ""You belong to me."" is present tense.",1
""" And that sucks , okay .
",PRES, The sentence is in the present tense.,1
"He appears in front of me with agony in his bright eyes and longing in his lips .
",PRES, The sentence is in the present tense.,1
"Lucia wriggled , eating tortilla strips while Sara cradled the phone to her ear , waiting for the call to go through .
",PAST, The sentence is in the past tense.,1
"Detective Harrison said , bass voice pitched deep with intensity as he made his point .
",PAST, The tense of the sentence is past tense.,1
"A line of people winds out the door .
",PRES," The tense of the sentence ""A line of people winds out the door"" is present tense.",1
"By 2015 achieve a significant improvement in the lives of at least 100 million slum dwellers .
",PRES, The tense of the sentence is future.,3
""" Ah , you , poor dreamer , grieving for your lost humanity ; would you not be redeemed ? ""
",PRES, The tense of the sentence is conditional.,3
"She clamped down on Chastity 's energy as soon as she realized what she 'd said , but Josh 's lust very nearly overpowered her .
",PAST, The tense of the sentence is past.,1
""" Well , um .
",PRES, The sentence is in the present tense.,1
"Finally Lucien opted to help .
",PAST," The tense of the sentence ""Finally Lucien opted to help ."" is past tense.",1
""" Burn to ash every person who tries to climb those stairs ?
",PRES, The tense of the sentence is present tense.,1
"I rip my mind away from this train of thought before I go too far down it .
",PRES, The tense of the sentence is present tense.,1
""" So , "" Talon inquired after a moment .
",PAST, The tense of the sentence is present tense.,2
"Rebels ... "" he spat .
",PRES," The tense of the sentence ""Rebels ... "" he spat .
"" is present tense.",1
"She sensed a frenzy of telepathic thought buzzing through the network .
",PAST," The tense of the sentence ""She sensed a frenzy of telepathic thought buzzing through the network"" is present tense.",2
"Her hand froze in midair when she realized what she 'd done .
",PAST, The sentence is in the past tense.,1
